order_id,create_ts,sku_list,waiting_time
O01485,42981.86857607488,"[5, 1, 1, 153, 3, 6, 1, 2]",10800
O01486,42994.81392726499,"[378, 129, 1, 1, 236, 228, 3]",10800
O01487,43049.36268821265,"[111, 1, 24, 1, 1, 15, 12, 40, 48]",21600
O01488,43106.050060742426,"[67, 1, 1, 9, 1, 65, 11]",21600
O01489,43129.26698731139,"[1, 1, 16, 5, 1, 1, 78, 1, 13]",21600
O01490,43134.75608192984,"[11, 1, 262, 19, 54, 101, 1, 19]",10800
O01491,43157.0527009259,"[6, 1, 305, 92, 116, 3, 27, 24]",21600
O01492,43217.23851884894,"[413, 83, 185, 1, 28, 710, 4, 2, 418]",21600
O01493,43222.800708540344,"[1, 1, 541, 367, 41, 1, 4, 1, 580, 4]",21600
O01494,43245.740471271776,"[199, 990, 1, 1, 1, 110, 26, 399, 611]",10800
O01495,43252.991300208974,"[104, 4, 2, 326, 150, 2, 2]",21600
O01496,43350.06200767131,"[76, 4, 775, 1, 136, 648, 72, 1, 1, 291, 321]",10800
O01497,43388.41617186459,"[27, 2, 2, 33, 108, 5, 762]",21600
O01498,43435.140503070535,"[1, 3, 17, 637, 6, 30, 127]",21600
O01499,43462.308073123204,"[670, 1, 8, 243, 1, 1]",10800
O01500,43501.27785421549,"[19, 102, 6, 165, 5, 1, 1, 1, 526]",21600
O01501,43589.30851198434,"[40, 6, 167, 1, 112, 144, 1, 6, 375]",21600
O01502,43609.89217633415,"[4, 3, 610, 6, 32]",10800
O01503,43692.24684383553,"[1, 1, 274, 1, 101, 10, 2, 1]",21600
O01504,43723.76720888233,"[1, 18, 74, 1, 7, 13, 34, 1, 2, 800]",43200
O01505,43726.79443221456,"[342, 313, 3, 1, 1, 12, 3]",21600
O01506,43734.02141450343,"[347, 244, 607, 1, 83, 2, 1, 53, 3, 683, 14]",43200
O01507,43825.03382503641,"[2, 46, 20, 3, 54, 11]",21600
O01508,43828.947753812536,"[3, 270, 1, 474, 1, 14, 358, 20, 1, 2]",43200
O01509,43902.691828760515,"[730, 542, 1, 56, 192, 195, 359]",21600
O01510,43974.56948467345,"[1, 1, 321, 12, 38, 1]",10800
O01511,44011.25645092795,"[7, 96, 95, 813, 32, 10, 15]",21600
O01512,44053.15302306952,"[117, 1, 3, 11, 1, 67, 1]",21600
O01513,44081.59519292769,"[1, 173, 9, 154, 1, 96, 1, 73]",21600
O01514,44186.333128029146,"[2, 10, 4, 222, 117, 1]",43200
O01515,44206.848433064406,"[3, 38, 3, 559, 687, 296, 180, 612]",21600
O01516,44208.10673614879,"[496, 97, 722, 125, 116, 38, 858, 957]",43200
O01517,44258.219961174,"[53, 41, 3, 171]",21600
O01518,44263.40843062968,"[1, 1, 1, 540, 20, 10, 36, 588]",21600
O01519,44279.81381319547,"[10, 1, 3, 394, 579, 2]",21600
O01520,44302.503736616854,"[356, 521, 1, 131, 353, 12, 1, 4, 31, 1]",21600
O01521,44366.21685345679,"[373, 1, 34, 705, 128, 112, 1, 21]",10800
O01522,44384.150417814155,"[7, 10, 3, 4, 46, 304, 365, 86]",21600
O01523,44394.22874974219,"[808, 50, 775, 1, 1, 2, 1, 5, 1, 380]",10800
O01524,44395.09928583505,"[9, 832, 649, 979, 1, 965, 252, 33, 198, 7]",21600
O01525,44466.26656544531,"[104, 3, 45, 468, 2, 2]",10800
O01526,44472.10657931373,"[20, 107, 1, 911, 259, 2]",21600
O01527,44482.248367000124,"[4, 2, 188, 312, 1, 737, 8, 1]",43200
O01528,44515.120246348764,"[7, 56, 871, 7, 196, 1, 3]",43200
O01529,44529.19592410067,"[7, 478, 726, 2, 192, 363, 16, 121, 9, 664]",21600
O01530,44540.040869345874,"[224, 2, 23, 969, 2, 1, 765, 2, 4]",21600
O01531,44562.3293226928,"[129, 452, 925, 1, 8, 861, 1, 522]",21600
O01532,44572.15578695796,"[307, 2, 160, 481, 1]",21600
O01533,44601.26149530832,"[56, 524, 119, 331]",10800
O01534,44602.68948660764,"[448, 19, 6, 5, 3, 919, 9, 1]",10800
O01535,44607.35352672835,"[4, 4, 20, 1, 2, 1]",43200
O01536,44648.178007338254,"[38, 741, 24, 29, 38]",21600
O01537,44680.31116414266,"[15, 129, 1, 1, 44, 8, 11, 513]",21600
O01538,44691.82974168773,"[645, 613, 833, 127, 9, 93, 5]",10800
O01539,44706.57737969326,"[1, 38, 79, 1, 7, 47, 523, 2]",21600
O01540,44729.38946230107,"[1, 55, 7, 1, 616, 4, 37, 869]",21600
O01541,44735.28227010081,"[52, 15, 37, 800, 410, 656, 1]",43200
O01542,44839.528780042085,"[10, 20, 203, 9, 1, 135, 277, 219]",10800
O01543,44857.97621788565,"[966, 2, 1]",43200
O01544,44883.075537380675,"[9, 1, 1, 140, 713, 4, 242, 8, 121]",21600
O01545,44893.22601052606,"[436, 370, 1, 1, 3, 454]",43200
O01546,44905.66248261198,"[1, 37, 227, 5, 756, 5, 46]",10800
O01547,44966.15019924745,"[61, 2, 113, 22, 714, 900, 12]",10800
O01548,44996.95579690638,"[2, 504, 3, 4, 2, 1, 9, 3]",43200
O01549,45018.531943579546,"[2, 710, 1, 12, 851, 517, 16]",43200
O01550,45047.20531620966,"[25, 208, 196, 1, 318, 10, 401]",21600
O01551,45109.846230611234,"[8, 2, 582, 317, 5]",10800
O01552,45167.53710877553,"[370, 1, 4, 666, 104, 35, 3, 24, 357]",21600
O01553,45174.30012002788,"[71, 1, 88, 549, 807, 1, 147, 2, 12, 40, 1]",10800
O01554,45259.61977450713,"[297, 31, 1, 1, 163, 126, 4]",21600
O01555,45297.53575702493,"[575, 805, 566, 4, 2, 1, 818, 1, 1]",10800
O01556,45305.081282457366,"[4, 809, 46, 77]",43200
O01557,45350.0313900495,"[389, 10, 156, 470, 4, 69, 3, 116]",43200
O01558,45352.29165953218,"[2, 1, 1, 1, 16, 1]",43200
O01559,45355.702229651426,"[22, 3, 164, 1]",43200
O01560,45375.094441373956,"[40, 43, 17, 270, 6, 965, 5, 5, 347]",21600
O01561,45377.35872961771,"[3, 1, 124, 2, 2, 4, 9, 42, 5, 106]",43200
O01562,45379.15760026915,"[345, 1, 188, 115, 8, 3, 19, 19, 1]",21600
O01563,45411.638754212494,"[1, 5, 11, 3, 10, 4, 4, 695, 3, 938]",21600
O01564,45424.834299550814,"[1, 1, 873, 45, 97, 787, 1, 2, 1]",43200
O01565,45432.154154654745,"[194, 335, 17, 83, 743, 8, 605, 6, 882]",43200
O01566,45482.80385067914,"[3, 53, 86, 433, 223, 3, 874, 1]",43200
O01567,45493.79053911154,"[136, 42, 467, 14, 31, 2, 163, 64]",43200
O01568,45520.46564864732,"[1, 3, 39, 194, 524, 10]",21600
O01569,45526.752309182186,"[1, 171, 3, 1, 7, 41, 91, 2, 73]",21600
O01570,45530.26826604704,"[1, 226, 110, 492, 115, 1]",10800
O01571,45549.33238749227,"[19, 405, 272]",21600
O01572,45565.8802036895,"[18, 1, 1, 32, 920, 2, 503]",21600
O01573,45642.87705720146,"[68, 4, 591, 1, 659, 1]",21600
O01574,45648.39263553929,"[49, 1, 1, 3, 7, 137, 77, 41, 1, 160, 1]",43200
O01575,45649.27499839031,"[4, 15, 15, 2, 1, 735, 1, 2, 1, 5]",21600
O01576,45677.140868669114,"[3, 2, 1, 472, 15, 809, 625]",43200
O01577,45681.81554952201,"[25, 23, 9, 320, 23, 1]",10800
O01578,45695.21185135028,"[37, 1, 22, 616, 8, 141, 861, 11]",21600
O01579,45736.72349752822,"[179, 2, 25, 18, 420, 25]",10800
O01580,45742.37907015349,"[5, 251, 1, 136, 683, 367]",10800
O01581,45865.080454206065,"[53, 3, 1, 1, 89]",10800
O01582,45881.81949671528,"[467, 383, 348, 8, 5, 3, 246, 228, 25, 1]",21600
O01583,45900.01379204403,"[879, 4, 9, 3, 1, 4, 641]",10800
O01584,45900.044690353985,"[720, 5, 341, 84, 4, 1, 101, 4, 218]",21600
O01585,45925.97181067295,"[1, 1, 154, 3, 1, 2, 26, 95]",21600
O01586,45984.57144348943,"[107, 766, 5, 4, 168, 1, 465, 1, 1, 7]",21600
O01587,46006.8339872738,"[32, 399, 2, 659, 7, 510, 8]",21600
O01588,46012.36941457235,"[4, 22, 5, 349, 267, 16]",43200
O01589,46086.74998902152,"[426, 32, 9, 43, 6]",21600
O01590,46132.36294058022,"[866, 7, 9, 3, 38]",21600
O01591,46236.876650971215,"[5, 1, 51, 3]",21600
O01592,46285.442558957,"[104, 1, 5, 1, 2, 4, 18, 3]",21600
O01593,46292.73872808108,"[4, 45, 441, 2, 3, 321, 126, 377, 4, 1, 3, 1]",21600
O01594,46301.031607685414,"[57, 594, 33, 1, 4, 94, 6, 1]",10800
O01595,46307.938593507955,"[1, 13, 14, 304, 861, 3, 117, 26]",21600
O01596,46310.38678702424,"[94, 2, 7, 81, 60, 7, 2, 515]",21600
O01597,46315.01656593756,"[20, 153, 291, 22, 1, 282, 7, 28, 264]",43200
O01598,46384.35583380235,"[2, 502]",21600
O01599,46403.42972140524,"[937, 558, 137, 1, 4, 1, 36, 1, 3, 41, 1]",21600
O01600,46452.0477302953,[474],43200
O01601,46468.38149576909,"[2, 1, 4, 439, 1, 17, 5, 6, 699, 657]",10800
O01602,46484.26128395016,"[63, 72, 44, 810, 269, 3, 211]",21600
O01603,46525.7306155423,"[208, 167, 8, 1, 1, 573, 43]",21600
O01604,46543.76368471832,"[1, 418, 4, 310, 2]",21600
O01605,46580.28097108082,"[201, 992, 52, 8, 3]",43200
O01606,46589.99602852001,"[14, 195, 1, 311, 416, 927, 3, 19]",21600
O01607,46595.5387031803,"[1, 1, 681, 1, 2, 77, 256]",10800
O01608,46614.86274104157,"[2, 1, 1, 281, 7]",10800
O01609,46649.11947942002,"[1, 1, 286, 17, 14, 1, 976, 1, 3, 1]",21600
O01610,46694.98060579943,"[725, 34, 550, 8, 1, 40, 146, 656, 1, 102, 87, 859, 568, 131]",10800
O01611,46696.61606574134,"[863, 74, 1, 124, 831, 296, 7, 176, 1]",21600
O01612,46713.22395447382,"[1, 1, 54, 1, 180, 434]",21600
O01613,46790.18048522055,"[78, 750, 486, 7, 4, 57, 293, 943]",21600
O01614,46797.11011692773,[52],21600
O01615,46817.33232616437,"[1, 884, 848, 3, 69, 1, 1, 1]",21600
O01616,46822.50757210289,"[6, 1, 13, 121, 1, 1, 91, 13]",10800
O01617,46864.67807866623,"[35, 520, 3, 1, 756, 1, 827, 4]",10800
O01618,46911.42020201259,"[1, 54, 213, 1, 2, 751, 1, 18, 302]",10800
O01619,46996.057032764445,"[3, 3, 43, 2, 11, 1]",21600
O01620,46997.8763378201,"[9, 1, 10, 2, 20, 997, 6, 20]",10800
O01621,47004.2407046774,"[638, 1, 2, 2]",10800
O01622,47027.10831783353,"[6, 176, 1, 117, 1, 28]",21600
O01623,47028.694348141835,"[55, 5, 760]",10800
O01624,47030.371047623885,"[5, 11, 1, 1, 1, 14, 1]",43200
O01625,47072.92079358599,"[8, 1, 2, 478, 56, 535, 38, 330, 228, 919]",21600
O01626,47092.166172501675,"[2, 465, 366, 228, 4, 1, 907, 727, 442]",21600
O01627,47095.210983217345,"[1, 681, 785, 39, 2, 13, 2, 195, 189]",21600
O01628,47097.3004229459,"[330, 503, 2, 63, 322, 552, 782]",21600
O01629,47125.30295540445,"[2, 563, 10, 7, 741, 7, 94]",43200
O01630,47134.39216723876,"[1, 115, 4, 795]",43200
O01631,47201.313910571705,"[28, 642, 2, 333, 344]",10800
O01632,47208.2177007392,"[34, 112, 96, 148, 3, 4, 381, 64]",21600
O01633,47210.66452928167,"[1, 3, 2, 1, 928, 2, 2, 179, 1]",43200
O01634,47221.46310640688,"[111, 823, 736, 26, 3, 2]",43200
O01635,47222.51937271192,"[100, 89, 2, 3]",21600
O01636,47247.695627174784,"[122, 58, 62, 11, 935]",21600
O01637,47287.50800972591,"[40, 513, 743, 1, 2, 729, 84, 285, 1]",21600
O01638,47313.47493501267,"[13, 124, 115, 405, 19, 6, 538]",21600
O01639,47313.591522422954,"[815, 2, 44, 1, 982, 5, 3, 419, 87, 1, 419]",21600
O01640,47330.27296216275,"[1, 2, 4, 1, 12, 77, 1]",10800
O01641,47393.67490206388,"[832, 961, 645, 575, 17, 73, 915, 7]",21600
O01642,47407.49015526415,"[158, 1, 1, 139]",21600
O01643,47456.58600806235,"[1, 2, 1, 139, 526, 1, 887]",21600
O01644,47486.825557039614,"[8, 8, 47, 331, 3, 4, 136, 340, 24]",10800
O01645,47498.22782665754,"[6, 350, 1, 1, 66, 15, 6, 880]",10800
O01646,47528.19598144201,"[29, 1, 57, 1]",21600
O01647,47541.15050480779,"[51, 8, 1, 8, 10, 8]",10800
O01648,47595.29021538889,"[985, 30, 30, 24, 1, 1, 1, 968, 2, 848]",10800
O01649,47612.77241980477,"[1, 2, 98, 1, 11, 2, 39, 1, 9]",10800
O01650,47614.13160196482,"[387, 454, 10, 32, 21, 23, 486]",43200
O01651,47626.3371774892,"[2, 2, 5, 2, 11, 3, 948, 1, 688]",10800
O01652,47706.78611506231,"[168, 163, 15, 32, 4, 3, 4, 955]",43200
O01653,47719.26082675371,"[10, 252, 172, 910, 1, 1, 3, 2]",10800
O01654,47739.60304471852,"[31, 50, 215, 30, 1, 349]",10800
O01655,47754.467538213416,"[2, 225, 978, 2, 1, 78, 851, 3]",10800
O01656,47757.20115245757,"[135, 741, 4, 2, 4, 5, 961]",21600
O01657,47757.70456166053,"[1, 871, 1, 85, 744, 2, 373, 1, 7]",10800
O01658,47759.47683026282,"[11, 1, 1, 1, 42, 6, 1, 719, 97]",21600
O01659,47792.31221534028,"[737, 132, 3, 2, 612, 1, 181, 14, 9, 620]",21600
O01660,47813.82316434645,"[287, 59, 3, 315]",21600
O01661,47837.457930333934,"[1, 3, 1, 299, 938, 149, 488, 11]",21600
O01662,47843.957679363135,"[504, 225, 940, 7, 3, 6, 52, 124]",10800
O01663,47856.978832450644,"[182, 833, 302, 659, 6, 30, 53, 453, 17, 10]",21600
O01664,47876.08256577531,"[18, 1, 21, 5, 1, 293, 104, 138, 4, 115]",10800
O01665,47902.59124940492,"[27, 3, 47, 318, 1, 53, 112, 1]",21600
O01666,47925.073715447885,"[1, 952, 17, 1, 3, 101]",21600
O01667,47961.62250367483,"[27, 305, 1, 257, 32]",21600
O01668,47993.831132017694,"[8, 162, 14, 2, 18, 1, 8, 15, 26, 491]",43200
O01669,47998.991193664144,"[38, 7, 213, 287, 89, 5, 1, 21, 733]",43200
O01670,48086.17744347057,"[27, 7, 1, 883, 10, 18, 33, 321, 317, 632, 1]",10800
O01671,48087.23969967003,"[649, 33, 714, 363, 1, 101, 81]",21600
O01672,48105.10541303998,"[492, 1, 2, 1, 1, 8]",21600
O01673,48117.77841094006,"[375, 216, 4, 202, 7, 359, 3]",43200
O01674,48231.060735718296,"[16, 2, 695, 1, 3, 579, 9]",10800
O01675,48290.042599523455,"[3, 2, 121, 209, 13, 1, 1, 1]",21600
O01676,48391.265347211454,"[661, 4, 9, 19, 516, 7, 230, 489, 1, 9, 10, 2]",43200
O01677,48415.08184493616,"[4, 79, 1, 21, 6, 19, 18, 2, 5, 43]",10800
O01678,48466.969608652165,"[286, 449, 149, 2, 1, 229, 8, 14]",21600
O01679,48470.83898011941,"[1, 91, 31, 1, 1, 1]",43200
O01680,48535.308973630636,"[819, 43, 490, 616, 2, 1, 1]",21600
O01681,48543.74137168916,"[229, 12, 78, 513, 4, 1, 54, 32, 4]",21600
O01682,48598.83069265249,"[2, 344, 32, 169, 860, 8, 1, 3]",43200
O01683,48611.28760735795,"[2, 19, 15, 3, 1, 1, 126, 502, 35]",21600
O01684,48659.02867270896,"[2, 3, 44, 1, 417, 20, 8, 4, 28, 1, 1]",43200
O01685,48659.4658402879,"[23, 4, 58, 108, 20, 1, 9, 1]",10800
O01686,48659.49266536531,"[935, 42]",21600
O01687,48663.67052643201,"[401, 61, 23, 1, 3, 1, 50, 2, 9, 621]",21600
O01688,48676.01332587512,"[18, 13, 8, 199, 3, 758, 4, 1]",21600
O01689,48692.06217724123,"[127, 503, 463, 4, 807]",43200
O01690,48738.2320993878,"[1, 2, 26, 5, 765, 24, 110]",10800
O01691,48793.0463469014,"[2, 6, 945, 3, 324, 2, 20]",21600
O01692,48834.90448212814,"[1, 3, 222, 3, 17, 2, 31, 1, 769, 973, 52, 36]",10800
O01693,48874.929174566416,"[6, 8, 630, 372, 986, 1, 11, 5, 149]",21600
O01694,48881.57849065259,"[2, 13, 253, 1]",21600
O01695,48903.184892330915,"[237, 136, 64, 300, 11, 8, 118, 16]",21600
O01696,48984.606568254414,"[3, 22, 625, 211, 608, 170, 1, 100]",21600
O01697,49087.080717476725,"[872, 20, 4, 4, 7, 2, 3, 261, 449]",43200
O01698,49120.39405543927,"[975, 2, 123, 17, 11, 2, 646]",21600
O01699,49124.76302855343,"[1, 45, 776, 4, 554, 101, 5]",43200
O01700,49130.906367753014,"[295, 1, 56, 149, 422, 8, 7, 11, 332, 941]",21600
O01701,49210.704963355965,"[1, 72, 1, 213, 26, 2, 466]",10800
O01702,49249.280877590296,"[1, 316, 995, 1, 2, 419, 2, 163, 49]",43200
O01703,49304.557761804856,"[4, 879, 2, 8, 6, 192, 960, 11, 74, 105, 25]",10800
O01704,49313.64698063418,"[76, 3, 65, 92, 77, 2, 817, 1]",43200
O01705,49346.85684461121,"[2, 2, 971, 2, 2, 256]",43200
O01706,49366.71306890587,"[394, 2, 11, 1, 34]",21600
O01707,49418.37760889765,"[1, 4, 2, 6, 154, 1, 1, 813, 9, 4, 14]",43200
O01708,49448.22834682658,"[19, 243, 28, 126, 57, 4, 2, 502, 7, 5]",10800
O01709,49450.17395156213,"[6, 124, 5, 435, 441, 28, 54, 21]",21600
O01710,49456.868749241505,"[150, 2, 201, 6, 1, 29]",21600
O01711,49459.1885512437,"[865, 40, 6, 20, 92, 647]",21600
O01712,49554.89608477286,"[119, 619, 23, 1, 715, 792, 4, 1, 1, 36]",10800
O01713,49557.92060266371,"[5, 1, 2, 194, 901, 919, 1, 1]",21600
O01714,49576.98759192835,"[199, 980, 1, 32, 16, 53, 2, 66, 10, 1, 457]",21600
O01715,49596.104686901184,"[1, 13, 1, 9, 3, 8, 21, 58]",10800
O01716,49653.41053519302,"[948, 6, 13, 9, 356, 77, 210, 1]",43200
O01717,49661.68443156032,"[8, 1, 1, 2, 2, 1, 817]",21600
O01718,49723.44738513488,"[3, 334, 316, 331, 50, 666, 1, 893, 787, 1]",10800
O01719,49767.25019412063,"[1, 5, 3, 649, 81, 639]",43200
O01720,49772.55531169296,"[1, 1, 16, 1, 1, 2, 1]",21600
O01721,49809.35592370332,"[1, 19, 1, 605, 753, 202, 4, 365, 1, 655]",10800
O01722,49871.930212855645,"[519, 767, 3, 142, 666, 859]",10800
O01723,49882.457382886445,"[3, 110, 811, 62, 128, 20, 598]",21600
O01724,49913.65145621727,"[2, 1, 384, 182, 935, 8, 88, 2, 10]",10800
O01725,49975.19054644363,"[14, 1, 19, 26, 1, 1, 80]",10800
O01726,49989.84809955401,"[7, 5, 270, 5, 6, 10, 69, 2]",21600
O01727,50071.30526032639,"[4, 128, 46, 762, 290, 2, 11]",21600
O01728,50100.14995792581,"[5, 48, 5, 15, 2, 1, 13, 28]",10800
O01729,50113.50660969665,"[275, 2, 9, 24, 17, 1, 5]",21600
O01730,50180.804680635076,"[4, 27, 2, 671, 2, 315, 48]",43200
O01731,50250.3935746267,"[468, 728, 347, 558, 95, 225, 303]",10800
O01732,50266.1819375129,"[36, 234, 580, 152, 865, 166]",10800
O01733,50269.042994549665,"[164, 1, 12, 1, 9, 442, 72, 368]",10800
O01734,50318.44079921033,"[31, 3, 1, 647]",21600
O01735,50319.4800019419,"[101, 633, 241, 205, 854]",43200
O01736,50338.89114310032,"[14, 32, 118, 13, 691, 51]",21600
O01737,50425.36583420938,"[554, 1, 23, 4, 46, 35]",21600
O01738,50509.47930978376,"[823, 336, 24, 148, 320, 1]",10800
O01739,50552.42193698242,"[6, 16, 514, 108, 2, 55, 1, 6, 14]",21600
O01740,50604.86545656816,"[1, 418, 27, 2, 168, 28, 3, 141]",21600
O01741,50633.600901580976,"[7, 1, 58, 1, 94]",10800
O01742,50646.86441216483,"[1, 6, 1, 6, 4, 671]",43200
O01743,50669.212653666335,"[5, 6, 3, 1, 1, 16, 919, 39]",43200
O01744,50752.79488493501,"[872, 357, 57, 270, 121, 15]",43200
O01745,50767.65566686622,"[1, 5, 23, 3]",21600
O01746,50770.51005859278,"[94, 2, 265, 79, 1, 1, 723, 1, 2, 6]",10800
O01747,50784.452515923964,"[1, 13, 333, 830, 914, 46]",21600
O01748,50788.769619035644,"[344, 502, 1, 574, 358, 9, 18]",21600
O01749,50798.10038032041,"[1, 272, 47, 559, 1, 173, 11, 1]",10800
O01750,50818.94556624256,"[4, 69, 2, 1, 1, 237, 308, 9]",10800
O01751,50834.448247214874,"[97, 245, 2, 26, 11, 997, 27, 8]",21600
O01752,50852.26418804969,"[1, 1, 1, 14, 539, 120, 7, 307, 101]",10800
O01753,50857.96516478306,"[41, 387, 875, 32, 18, 109, 1, 191, 568, 478, 403]",21600
O01754,50890.34312362959,"[1, 1, 147, 1, 5, 90, 273, 611, 7, 957]",21600
O01755,50910.97119904291,"[67, 550, 1, 430, 20, 251, 4, 11]",21600
O01756,50931.23431700228,"[1, 260, 1, 191, 916, 10, 20, 503]",10800
O01757,50951.84215156316,"[1, 472, 20, 204]",21600
O01758,50954.712599593775,"[93, 1, 484]",21600
O01759,50963.254229983475,"[53, 3, 1, 588, 1, 1]",10800
O01760,50997.99161661285,"[455, 1, 2, 406, 174, 1]",21600
O01761,51043.40926086772,"[1, 431, 300, 457, 330, 1]",21600
O01762,51059.855290679305,"[1, 1, 15, 243, 1, 11, 304, 1, 576]",21600
O01763,51108.788252777995,"[6, 3, 1, 8, 934]",21600
O01764,51132.939455317115,"[56, 1, 145, 88, 1, 1, 386, 94, 790, 6, 1]",10800
O01765,51156.3669902185,"[1, 1, 659, 1, 303]",10800
O01766,51164.6042873355,"[8, 212, 4, 298]",10800
O01767,51167.95542948604,"[12, 322, 1, 327, 1, 2, 1, 825]",21600
O01768,51174.70162696415,"[1, 267, 84, 7, 1, 4, 2, 739]",43200
O01769,51191.002041821754,"[1, 351, 973, 4, 5, 1]",10800
O01770,51196.54239542364,"[137, 35, 4, 856, 93, 920, 1, 270, 157]",43200
O01771,51220.89942933728,"[2, 30, 8, 528, 342, 1, 1, 1, 8]",21600
O01772,51233.98693931668,"[344, 555, 236]",43200
O01773,51279.22920177248,"[1, 1, 5, 960, 1, 30]",21600
O01774,51301.81678473534,"[56, 613, 779, 786]",43200
O01775,51382.88176620899,"[290, 977, 98, 9, 533, 940]",43200
O01776,51468.44013610337,"[4, 179, 597, 26, 842, 23, 1, 3, 1]",10800
O01777,51481.25111865262,"[617, 3, 560]",21600
O01778,51533.47443369027,"[1, 4, 715, 253, 695, 2]",10800
O01779,51541.29055405133,"[942, 216, 11, 1, 906, 1]",10800
O01780,51563.786890569296,"[9, 270, 1, 740, 252, 107, 3]",43200
O01781,51612.007517837286,"[768, 1, 6, 912, 1, 675, 23]",43200
O01782,51670.71947235304,"[4, 7, 2, 377, 283, 6, 5, 2]",21600
O01783,51682.7490803551,"[5, 1, 4, 51, 970, 716, 1]",21600
O01784,51704.9085171153,"[15, 9, 652, 28, 58, 8, 4, 8, 9]",21600
O01785,51706.84191696451,"[1, 78, 1, 232, 15, 669, 987, 1, 1]",10800
O01786,51795.79096196818,"[17, 450, 22, 11, 760, 1, 1, 1, 3]",10800
O01787,51831.6206887684,"[871, 82, 212, 5, 40]",43200
O01788,51841.61432935262,"[2, 82, 215, 2, 17, 99, 352, 4]",21600
O01789,51882.199936597935,"[26, 1, 32, 1, 11, 15]",43200
O01790,51903.614883957045,"[257, 487, 5, 649, 635, 151]",21600
O01791,51922.60431438681,"[122, 11, 1, 113, 428, 4, 724, 103, 122, 5]",10800
O01792,51941.49309452699,"[1, 2, 16, 1, 13, 2, 6, 8]",21600
O01793,51990.3133001189,"[79, 148, 1, 1, 212]",10800
O01794,52037.820879361454,"[2, 7, 397, 3, 89, 805, 35, 3, 354, 5]",21600
O01795,52045.03476556762,"[5, 6, 1, 1, 5, 17, 1, 1, 14]",43200
O01796,52054.83436426811,"[92, 2, 9, 810, 5, 33, 4, 285]",10800
O01797,52060.76978462276,"[5, 868, 1, 1, 1, 132, 1, 843]",21600
O01798,52087.887458208555,"[39, 679, 401, 415, 1]",10800
O01799,52190.7900197386,"[2, 79, 5, 505, 132, 1, 624, 415, 2]",10800
O01800,52244.06149169669,"[530, 2, 600, 3, 499, 2, 1, 1, 678]",21600
O01801,52268.76029721297,"[1, 50, 656, 2, 31, 96, 596, 3, 339, 428]",10800
O01802,52332.71236258037,"[83, 1, 3, 563, 24, 8, 228, 897, 1, 1]",43200
O01803,52352.21062947136,"[12, 865, 44, 272, 1, 150]",21600
O01804,52359.692154681194,"[1, 13, 6, 1, 919, 79, 2]",43200
O01805,52365.16237426103,"[1, 3, 319, 96]",43200
O01806,52374.3817050405,"[1, 1, 1, 2, 4, 14, 148, 57, 628]",21600
O01807,52384.95488313551,"[914, 1, 26, 103, 41]",21600
O01808,52456.686638732186,"[614, 1, 1, 1, 114, 6, 121, 82]",21600
O01809,52460.998419693926,"[73, 47, 1, 38, 255, 2, 423, 3, 1, 138, 1]",10800
O01810,52477.036755503854,"[4, 105, 577, 16, 87]",21600
O01811,52481.57254694056,"[337, 98, 338, 34, 557, 2, 9, 6]",10800
O01812,52495.97573719042,"[215, 1, 2, 599, 13, 1, 9, 2, 1]",43200
O01813,52506.35295265444,"[2, 9, 3, 1, 18, 588, 16, 1, 2]",21600
O01814,52580.90628428165,"[27, 6, 5, 521, 183, 688, 292, 514, 123, 1]",10800
O01815,52583.41554534479,"[25, 1, 18, 1, 949, 791]",21600
O01816,52655.58261684523,"[8, 679, 270, 12, 243, 466, 13, 767, 2]",21600
O01817,52728.02376355985,"[1, 264, 41, 18, 20, 1, 270]",21600
O01818,52728.293412830586,"[1, 56, 63, 1, 1, 1]",21600
O01819,52875.18113944629,"[925, 2, 132, 733, 6, 623, 470, 88, 426]",21600
O01820,52888.70361904389,"[81, 1, 3, 3, 42, 632]",10800
O01821,52925.840158033585,"[4, 929, 459, 4, 1, 162]",43200
O01822,52965.96709590808,"[297, 264, 1, 43, 225, 34, 48, 18, 1, 301]",21600
O01823,53071.58629303185,"[17, 266, 2, 2, 17, 44, 1, 1, 15, 1, 14, 137]",10800
O01824,53072.140126462415,"[845, 4, 448, 4, 1, 1, 24]",21600
O01825,53080.30235132094,"[1, 384, 24, 620, 245, 6, 1, 138, 2]",43200
O01826,53084.86119943181,"[721, 1, 7, 70, 20, 609, 18, 130, 365]",10800
O01827,53118.84658969669,"[323, 217, 3, 1, 162, 16, 255, 2, 17, 451]",43200
O01828,53171.60204533226,"[964, 13, 17, 113, 393, 749]",21600
O01829,53179.98077069117,"[6, 16, 701, 11, 441, 1, 59, 26]",21600
O01830,53254.819992408826,"[387, 1, 65, 606, 483, 785, 235, 3]",43200
O01831,53327.7338151467,"[1, 2, 1, 78, 129, 936, 2, 9, 137]",21600
O01832,53494.74132809554,"[4, 496, 1, 60, 507, 1, 5]",21600
O01833,53541.5790804852,"[509, 788, 625, 4, 5, 4, 265, 1]",10800
O01834,53547.53574311515,"[80, 1, 6, 703, 334, 808, 47]",10800
O01835,53558.37334989147,"[1, 8, 1, 8, 3, 267, 9, 3, 143]",43200
O01836,53570.191809476266,"[880, 940, 32, 232, 216]",21600
O01837,53601.25277336738,"[2, 107, 1, 1, 3, 8, 24, 15]",43200
O01838,53622.86652686424,"[391, 766, 1, 6, 6, 2, 1, 1, 1]",21600
